id	age	gender	rt	aut.flexibility.1	aut.flexibility.2	aut.flexibility	aut.originality.1	aut.originality.2	aut.originality	aut.fluency.1	aut.fluency.2	aut.fluency	bag.appropriateness.1	bag.appropriateness.2	bag.appropriateness	understood	strategy	dat	valids	word.1	word.2	word.3	word.4	word.5	word.6	word.7	word.8	word.9	word.10
R_2rZRoGu0jMGd6vs	18	Female	72.251	3.2	3	3.1	0.8	0.4	0.6	4.8	4.8	4.8	4.68421052631579	2.31578947368421	4.68421052631579	FALSE	FALSE	87.2026591473037	9	horse	cup	earphone	English Teacher	table	sweater	family	phenomena	Japan	Textbook
R_p3lvXPNL5pfnR73	24	Female	44.399	3.2	4.6	3.9	0.4	1.2	0.8	6.2	6.2	6.2	5.64102564102564	3.87179487179487	5.64102564102564	FALSE	TRUE	72.7604148643357	10	dog	book	sun	car	water	magic	wood	air	bread	sadness
R_DUzHvZGJBLdIIyB	19	Female	119.63	0.2	0.8	0.5	0	0	0	2.6	2.6	3.8	4.37837837837838	2.83783783783784	4.37837837837838	TRUE	TRUE	72.2417034563564	10	animals	foods	clothes 	rooms	job	habits	ability	light	happiness	school
R_2bP4geiNihEw204	34	Male	117.045	2.4	2.2	2.3	1	0.8	0.9	5.8	5.8	5.8	5.17948717948718	3.38461538461538	5.17948717948718	TRUE	FALSE	75.5809636343093	10	apple	car	sky	computer	body	hate	tip	element	carpet	alarm
R_1iswkELphTtaEIz	18	Female	61.327	2.4	3.2	2.8	0.2	0.8	0.5	1.2	1.2	4.6	5.1	3.7	5.1	TRUE	FALSE	77.3856607931001	9	dog	chair	alcohol	clothes 	dvd	phone 	grass	weights 	milk 	book
R_3nH6WZbVsJ0YSEe	19	Male	149.868	5	6.2	5.6	1.8	2.4	2.1	1.8	1.8	10	5.45	3.65	5.45	TRUE	TRUE	82.6914201889719	10	chair	country	ant	chandelier	song	element	bread	hair	phone	grass
R_1mmFRIPoRnk4psf	21	Male	88.212	3.6	4	3.8	2.2	1.2	1.7	5.2	5.2	5.2	5.4	3.4	5.4	TRUE	FALSE	84.7631152896654	9	Love	Computer	Venus	Mole	Witch	Seaweed	Dentist	Tablet	Cloud	Truffle
R_9YnPT2v3qCNZwTD	18	Female	66.953	5.2	6	5.6	2.8	2	2.4	1	1	9.4	5.6	3.71428571428571	5.6	TRUE	TRUE	71.3614725640842	9	cow	ice 	foot	child 	jacket	donut	rainbow	blue	fan	phone
R_7X9SaB3F6TTFuHT	20	Female	158.289	4	4.2	4.1	0.6	0.8	0.7	9.4	9.4	9.4	4.75757575757576	2.3030303030303	4.75757575757576	TRUE	NA	77.7213710404578	10	Psychology 	Pen	Ear	Flower	Chair	Glasses	Ice	Beef	Bag	Key
R_3Rr0NZ4fLmP6r0W	20	Male	59.059	2.2	1.6	1.9	0.4	0.2	0.3	1.2	1.2	3	4.8	2.375	4.8	FALSE	NA	69.6240190948759	9	fork	spoon	town	village	grass	tree	spork	knife	human	train
R_PSAH3Es1Zk6Rm4p	18	Male	199.57	3.4	3	3.2	1.2	1.8	1.5	4	4	4	5.5	3.31578947368421	5.5	TRUE	TRUE	85.2097428869456	10	Tree	Phone	Bed	Pickle 	Hat	Ant 	Seismograph 	Helium 	Treasure 	Marimba 
R_3Gm1Edv78c2V4Zp	19	Female	37.153	3.8	4.4	4.1	0	0.2	0.1	1	1	5.6	4.875	2.55	4.875	TRUE	TRUE	74.7101878481252	10	book	shoe	animal 	boy	text	web	computer	pen	coffee	cup
R_1F8JgzUTVH2ohMv	27	Male	76.805	2	2.8	2.4	0	0.4	0.2	2.2	2.2	5.4	5.3	3.525	5.3	FALSE	NA	80.5905550075251	9	Television	Mouse	Candle	Backpack	Sandwich	Teapot	Bouncy-ball	Bathtub	Astrology	Lava
R_2q44GGuOQXiKx5R	18	Female	112.592	4.8	5.8	5.3	1.6	2	1.8	12.2	12.2	12.2	5.85	3.8	5.85	TRUE	TRUE	86.8658287095882	10	computer	family	chips	balcony	hair	fullstop	apple	history	zoo	well
R_3fotPk3kp1Y7tc1	19	Female	340.415	4	5.2	4.6	1.2	2	1.6	1	1	5.6	5.55	3.85	5.55	TRUE	TRUE	84.8085880900423	9	shoe	potato	rhythm	human	leukemia	nose	flowe	orc	dog	thread
R_24GYZ1e4ET6ElrF	19	Female	79.26	2	3	2.5	0.2	0.2	0.2	3.4	3.4	3.4	5.725	3.675	5.725	TRUE	FALSE	71.4030447815146	9	purple	bag	table	sky	shampoo	shoes	dog	stairs	spinach 	Spain 
R_332bw2Sp952IgHg	20	Female	51.816	1	1.2	1.1	0	0	0	2.4	2.4	2.4	4.475	2.575	4.475	TRUE	TRUE	73.8954759779431	10	Car	Cow	Blanket	Chair	Pen	Fingers	Heart	Lightbulb	Night	Weather
R_UmqYpRtXkiIT1NT	24	Female	240.015	3.6	4.4	4	0.4	1	0.7	6.8	6.8	6.8	5.78947368421053	4.02631578947368	5.78947368421053	TRUE	FALSE	92.7328043750354	9	virtue	index	stapler	criminology	overalls	precipice 	crunch	purebreed 	belief	divinity
R_1Cqi4Ouy8HpF1An	22	Female	57.702	2	2.6	2.3	0.6	1	0.8	1	1	6.8	5.2	2.975	5.2	FALSE	FALSE	71.5810688966442	8	Apple	Orange	Chapstick	Handphone	Bottle	Vase	Television	Chair	Table	Monkey
R_2s71yGZA2ZfM9eJ	18	Female	66.501	0.8	0.6	0.7	0	0	0	1	1	1	4.78260869565217	2.73913043478261	4.78260869565217	FALSE	TRUE	73.9895541753088	8	house	animals	female	apple	water	sun	teacher	river		
R_2czqcWHBpLPnoPJ	18	Female	59.363	2.4	2.4	2.4	0	0	0	1	1	3	4.925	2.45	4.925	TRUE	TRUE	74.0977386278766	10	water	sky	duck	pen	clothes	class	house	umbrella	china	dirt
R_1nSHBZ48jjgyMj9	19	Male	73.074	2.8	3.6	3.2	0.8	0.4	0.6	1	1	6.4	5.1025641025641	2.46153846153846	5.1025641025641	FALSE	FALSE	80.917636872757	10	coffee	weed	basketball	drums	games	family	journey	fire	water	oxygen
R_3hbwsFOjnOSU792	36	Female	201.467	3.2	4.2	3.7	1.6	0.8	1.2	7	7	7	NA	NA	NA	TRUE	TRUE	84.0793129278436	9	trap	bird	orange	abacus	hairclip	snorkel	stove	photocopier	podiatrist	questionnaire
R_1Ow7NTVjxP6RL0o	19	Female	83.378	4.2	4.4	4.3	1.6	0.8	1.2	7	7	8.4	5.07692307692308	2.97435897435897	5.07692307692308	TRUE	FALSE	90.0627820176028	9	Love	Table	Uranium	Peptide	Quartz	Avtur	Zebra	Limbo	Hearken	Speed
R_3iBWQZcMzbZfQCV	18	Female	37.354	1.8	3.4	2.6	0	0.6	0.3	4.4	4.4	4.4	5.43589743589744	3.56410256410256	5.43589743589744	FALSE	TRUE	78.3117789242949	9	shoe	table	glasses	pencilcase	pencil	charger	mouse	book	phone	internet
R_42uAZBtzTbQXWWB	19	Female	48.469	2.6	2.8	2.7	0.4	0.8	0.6	3.2	3.2	3.2	5.55263157894737	3.52631578947368	5.55263157894737	FALSE	TRUE	73.0095215496563	10	shoe	food	nail	mirror	book	store	cat	lamp	phone	tree
R_2Ez2oqcOkLorRz0	18	Male	53.538	4.4	4.8	4.6	1.2	0.4	0.8	9	9	9	5.72972972972973	3.67567567567568	5.72972972972973	TRUE	TRUE	84.154687892823	10	shoe	nail	unicorn	bread	book	telephone	plant	sand	wallet	person
R_3EKHRQ3ercpMEgk	22	Male	112.929	1	1.6	1.3	0	0.6	0.3	4.4	4.4	4.4	5.38461538461539	3.82051282051282	5.38461538461539	FALSE	FALSE	80.3484793397642	9	dream	mouse	computer	map	bulb	niddle	cigarette	stone	car	closet
R_2aqVuf1ZVG4Bsv8	20	Female	88.967	2.6	3.6	3.1	0	1	0.5	5	5	5	4.28947368421053	1.84210526315789	4.28947368421053	TRUE	FALSE	79.6275668200992	10	house 	ocean 	chair 	phone 	book	lecture 	ruler 	cash 	umbrella 	shoe
R_2ZX57lE1fOP0Bli	19	Female	48.708	5.4	7	6.2	1.8	2.2	2	11	11	11	5.325	3.55	5.325	FALSE	FALSE	61.2510680442765	10	young	old	loud	quiet	big	small	round 	square	up 	down
R_RPujTb0wKdtJNKN	18	Female	81.528	0	0.2	0.1	0	0	0	5.6	5.6	5.6	5.65789473684211	3.5	5.65789473684211	TRUE	FALSE	79.8805841732593	9	happiness	chair	wallet	pool	chicken	tower	tv	truck	farm	apartment
R_Y5HZTZA9RrrX0Wt	19	Male	94.216	2.2	2.6	2.4	0	0.2	0.1	4.4	4.4	5.4	5.68421052631579	4.13157894736842	5.68421052631579	TRUE	FALSE	79.1534817999318	9	universe	shoe	bird	school	building	waterfall	red	square	TV	air
R_1lrV0CwXDjELxBY	18	Female	240.107	4.4	5.6	5	1.4	0.6	1	8.6	8.6	8.6	5.375	3.775	5.375	TRUE	FALSE	85.8878872579052	9	lip-balm	calculator	alligator	crayon	cactus	friendship	eyelash	tunnel	keyring	eggnog
R_2bTcBjxKgZccSMZ	18	Female	40.583	2.6	3.8	3.2	0.8	0	0.4	1	1	4.8	5.12820512820513	2.94871794871795	5.12820512820513	FALSE	FALSE	66.0353694643293	10	Red	Cold	Love	Me	Basket	Head	Towel	Teacher	Bag	Wet
R_PLjXw8eSTJ9fU5j	25	Female	40.757	2	2.2	2.1	0	0.6	0.3	1	1	2	4.8	2.975	4.8	TRUE	TRUE	75.3348107848849	10	university	candle	dog	book	car	door	bicycle	fork	projector	microphone
R_1IW7aMecSwKs8au	36	Female	140.197	4.6	5.6	5.1	1.8	2	1.9	8.2	8.2	8.2	NA	NA	NA	TRUE	FALSE	87.6907492322581	10	facsimile	elderflower	stockings	spatula	hairbrush	salmon	paperclip	exam	brick	coin
R_2uX2zMBJmCYpnhu	21	Female	236.6	3.2	4.6	3.9	0.2	1.6	0.9	1	1	4.8	5.64102564102564	3.56410256410256	5.64102564102564	FALSE	FALSE	89.5499125655208	9	record	faeces	eyeball	fibreglass	lavender	gin	myki	breadcrumbs	horoscope	splinter
R_1I6h1PGKj4DgYmO	19	Female	53.898	1.8	2.4	2.1	0.2	1.2	0.7	5.4	5.4	5.4	5.08108108108108	3.32432432432432	5.08108108108108	TRUE	FALSE	79.6045300151621	10	car	charger	head	brick	food	diamond	lily	app	village	forest 
R_w1axJqVRPKnWzUB	22	Female	61.689	3.8	5	4.4	1.4	0.8	1.1	1.4	1.4	6.8	4.925	2.875	4.925	TRUE	FALSE	77.5834614677089	10	hoodie 	chocolate 	bottle 	computer 	book 	pillow 	hanger 	fridge 	balcony 	hospital 
