id	age	gender	country	multilingual	aut.originality.1	aut.originality.2	aut.originality	dat	problems.questions.1	problems.questions.2	problems.questions	problems.cra	problems.combined	word.1	word.2	word.3	word.4	word.5	word.6	word.7	word.8	word.9	word.10
R_XiFuLldR1nYambf	55	Male	Australia	FALSE	NA	NA	NA	77.8762456561838	NA	NA	NA	1	NA	helicopter	needle	toilet	shoe	jumper	grass	dog	radio	flag	paint
R_2QAR0GLESyCycL8	35	Female	Australia	FALSE	NA	NA	NA	75.1087958259242	NA	NA	NA	1	NA	Fence	Balloon	Tree	Spaceship	Ant	Giraffe	Turnip	Idea	Baby	Dungeon
R_3O9srD7vAXwV850	7	Male	Australia	TRUE	NA	NA	NA	75.3187453640359	NA	NA	NA	0	NA	Pizza	Cup	Book	Pen	Macbook 	Toy	Sticker	Foam	Rope	Fridge
R_2q3iJttjA9Hi7ey	55	Male	Australia	FALSE	0	0	0	78.832495957613	1	1	1	2	3	cat	bus	green	rifle	spring	vacuum	ocean	computer	soldier	cave
R_12fpmGw7L8Olp6e	55	Female	Australia	FALSE	NA	NA	NA	79.4121047570592	NA	NA	NA	1	NA	Tent	Castle	Skateboard 	Aeroplane	Lemon	Apple	Goldfish	Whale	Marble	Medecine ball
R_2xFx8F19e1j0Y0P	65	Female	Australia	FALSE	NA	NA	NA	79.1281687894038	NA	NA	NA	1	NA	Humerous	Lackidasical	Perceptive	Cute	Brutish	Overgrown	Balancing	Naughty	Haughty	Loving
R_3KN0Le7BmHkuOha	35	Male	Russian Federation	TRUE	NA	NA	NA	72.1540125707785	NA	NA	NA	2	NA	Car	Man	Sun	Hotel	Tree	Oil	Ice	Syringe	Bible	Pants
R_3ssONMsXG6EVvnA	55	Female	Australia	FALSE	NA	NA	NA	80.853587841349	NA	NA	NA	1	NA	Book 	Computer	Saucepan	Car	Potplant	Bath	Chair	Light	Sewing machine	Carpet
R_07HuJwojJg8oNBD	55	Male	Australia	FALSE	NA	NA	NA	84.9451628358414	NA	NA	NA	2	NA	Apple	Pliers	Submarine	Nest	Rock	Norway	Buddhism 	List	Park	Ticket
R_1IZx7jo7gRKRRnw	9	Female	Australia	FALSE	NA	NA	NA	73.9518444452967	NA	NA	NA	0	NA	Bed	Dog	Fruit	Cash register	LEGO 	Paper	Box	Toys	Tissues	Cat
R_1Lb7l7fJ3IMn8SE	35	Female	Canada	TRUE	NA	NA	NA	83.1859085315262	NA	NA	NA	0	NA	orange	hexagon	television	bicycle	balloon	dinner	phone	dirt	airplane	door
R_bPC54Cc8294MUTf	35	Male	Australia	FALSE	NA	NA	NA	73.1147762565386	NA	NA	NA	2	NA	dirt	yellow	car	box	tree	knife	question	animal	space	turn
R_SZd2k3WdcHPYKlz	55	Female	Australia	FALSE	NA	NA	NA	75.0139336500849	NA	NA	NA	1	NA	bridge	spoon	jungle	desert	waterfall	plateau	jelly	lava	fairyfloss	panda
R_3qglF3A2vB1AEIc	55	Female	Australia	TRUE	NA	NA	NA	78.6996024705115	NA	NA	NA	2	NA	Book	Chair	Car	Olive	Comb	Duck	Tree	Bottle	Bone	Castle
R_Rt5xknckyqYf9Ml	35	Female	Australia	FALSE	NA	NA	NA	83.8337213244467	NA	NA	NA	2	NA	Hatred	Helium	Bath	Cat	Knife	Apathy	Hole	Tower	Siren	Stench
R_1juFFKHyldzIdzB	55	Male	Australia	FALSE	NA	NA	NA	83.4051176506494	NA	NA	NA	1	NA	tool	dog	playground	glasses	moon	sword	weekday	simpleton	magazine	trellis
R_2WG1PDg53aDvN13	26	Male	Australia	FALSE	NA	NA	NA	76.3875200280121	NA	NA	NA	1	NA	Bear	Cup	Apple	Up	Purple	Eleven	Organ	Hormone	Soup	Space
R_1ddmQ7z2p0urPJw	13	Male	China	TRUE	NA	NA	NA	89.209847434956	NA	NA	NA	1	NA	Lightbulb	Ukulele	cornflour	silicon	mouse	happiness	paper	shoe	printer	reserve
R_2Sfyj5pRClVmWsO	26	Male	Australia	FALSE	NA	NA	NA	75.1970197828043	NA	NA	NA	1	NA	Table	Window	Shoe	Pot	Keyboard	Book	Wheel	Mirror	Plant	Light
R_123FYRDKgsyKlVP	26	Male	Australia	FALSE	NA	NA	NA	73.9482913343679	NA	NA	NA	2	NA	Cup	Drillbit	Shoe	Earing	CD	Lightbulb	Water	Leaf	Wax	Insect
R_6tHBmocOjiTboGZ	65	Male	Australia	FALSE	NA	NA	NA	69.5217199268795	NA	NA	NA	2	NA	key	stone	drop	light	plant	sand	fruit	planet	ice	ball
R_1gCuR7jT2cWOmy6	35	Male	Australia	TRUE	NA	NA	NA	67.3861840385057	NA	NA	NA	1	NA	moon	ocean	land	space	star	asteroids	satelliate	house	chair	carpet
R_2bUGZzI3ZboLNSk	35	Female	Australia	FALSE	NA	NA	NA	73.8257183560303	NA	NA	NA	1	NA	Frog	Bottle	Jar	Pole	Paint	Saw	Tooth	Foot	Banner	Trumpet
R_1FLgOzR6yqcRab9	55	Male	Italy	TRUE	NA	NA	NA	80.3487582575707	NA	NA	NA	1	NA	snow	meteor	xenon	vulcan	purple	iron	pi	magma	tomorrow	zero
R_33xtmnurjShYLwM	55	Female	Hungary	TRUE	NA	NA	NA	84.828288404138	NA	NA	NA	0	NA	Apple	House	Mountain	Rubber	Wother	Calendar	Aeroplane	Eyelid	Show	Parking
R_WvLYThZkwbFHVHX	26	Female	Australia	FALSE	NA	NA	NA	83.2001320840347	NA	NA	NA	2	NA	fish	road	book	rainbow	pom pom	computer	dog	continent	tomato sauce	shovel
R_vo6CDiBMelLdSpj	13	Female	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	56.5780198999814	NA	NA	NA	1	NA	up	down	left 	right 	water	fire	loud	quiet	heavy	light
R_28FIt2eyndyWNI4	35	Male	Australia	FALSE	NA	NA	NA	74.125011123362	NA	NA	NA	2	NA	Water	Tower	Neon tubes	Air	Electricity	Magma	Acid	Nerves	Hair	Mud
R_pzc1KOLS9yCesoN	70	Female	Australia	TRUE	NA	NA	NA	78.5585263655299	NA	NA	NA	1	NA	Shoe	Dog	Space	Horror	Butterfly	Iron	Plane	Magnet	Eagle	Skin
R_3nIYGhvoAic6e7G	70	Female	Australia	FALSE	NA	NA	NA	84.9569199695474	NA	NA	NA	0	NA	Plants	Vaults	Hulahoop	Canary	Wheel	Microphone	Jar	Cardboard	Hat	Wire
R_C9r1M3ytY9kTDsl	65	Male	Viet Nam	TRUE	NA	NA	NA	50.7347983973367	NA	NA	NA	2	NA	Wall	Floor	Ceiling	Door	Window	Lounge	Chair	Table	Bowl	Fan
R_3lA35vfzrUgWBaS	35	Female	Australia	FALSE	NA	NA	NA	79.0857342382272	NA	NA	NA	1	NA	Peg	Hose	Grass	Bottle	Hair	Bedspread	Eyelid	Idea	Joy	Friend
R_3p4QlhCJWGKUSEd	26	Male	Australia	TRUE	NA	NA	NA	78.0853143050557	NA	NA	NA	1	NA	Paper	Stars	Brick	Lantern	Ball	Tower	Oil	Antenna	Pier	Flag
R_1NmHLhUqXbfgZSp	18	Female	Australia	FALSE	NA	NA	NA	83.7801619832005	NA	NA	NA	0	NA	Table	Mountain	House	Toothbrush	Person	Mousetrap	Thread	Shoe	Stickee	Sun
R_8iB7fNVzGDyIfKx	55	Female	Australia	TRUE	NA	NA	NA	75.0203641752402	NA	NA	NA	2	NA	Window	Spoon	Car	Dog	Toothpaste 	Pasta	Glasses	Lawn	Pot	Sky
R_vqsvyFtnw7pRHSp	55	Female	Australia	FALSE	NA	NA	NA	81.3119516663608	NA	NA	NA	2	NA	Kettle	Rose	Zebra 	Rock	Cloud	Toucan	Banana	Nose-ring	Shoelace	Tile
R_29cvLez0e1ECbtv	35	Male	Australia	FALSE	NA	NA	NA	88.8055001496382	NA	NA	NA	2	NA	fox	gelignite	granite	orchid	bottle	soap	bulldozer	ball	paperclip	protractor
R_1mLEofQktBXndUN	26	Male	Australia	TRUE	NA	NA	NA	66.2493601441383	NA	NA	NA	2	NA	Duck	Lizard	Plant	Fire	Water	Red	Orange	Apple	Dirt	Air
R_3erGUBw2dVViBBt	26	Male	Australia	TRUE	NA	NA	NA	85.8312884789138	NA	NA	NA	2	NA	Hat	Anus	Microscope	Cloud	Circuit	Lion	Heater	Egg	Photo	Musician
R_cGc07GWOEUdzFx7	26	Male	Australia	FALSE	NA	NA	NA	80.5928736925125	NA	NA	NA	2	NA	Cup	Brick	Stapler	Plug	Teeth	Door	Human	Sky	Shoes	Detergent
R_6tWcNPoA7p0flVn	35	Male	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	76.3710744678974	NA	NA	NA	2	NA	Fish	Planet	Shelf	Spoon	Rubbish	Tree	Eyeball	Sock	Mirror	Tile
R_0eLFw4WEYw65jZn	70	Female	Australia	FALSE	NA	NA	NA	78.286957900439	NA	NA	NA	1	NA	exercise	pen	boat	celery	plastic	air	dirt	imagination	number	electricity
R_2cnBX9z5F2388JU	35	Female	Australia	FALSE	NA	NA	NA	76.3984095837389	NA	NA	NA	0	NA	House	Snow	Dinosaur	People	Geography	Social	Dictionary	Nails	Engine	Movie
R_WAP2ClLIEAaNA53	55	Male	United States of America	TRUE	1.5	1.5	1.5	86.8829646613449	0	0	0	1	1	Crustacean 	Dandelion 	Star	Water droplet	Vent	Tire	Mirror	Drum	Mountain	Jacks
R_31LEnibhQYk9jGt	35	Female	Australia	TRUE	NA	NA	NA	63.8458552105086	NA	NA	NA	2	NA	rock	scissors	paper	pencil	texta	crayon	chalk	glass	wood	water
R_27yCahaEhKHRYvM	26	Female	Australia	FALSE	NA	NA	NA	73.0363399499939	NA	NA	NA	1	NA	Bed	Plant	Woman	Dryer	Ball	Light	Elevator	Tap	Shoes	Pole
R_29mhA66ZdQ8n8dD	55	Male	United States of America	FALSE	NA	NA	NA	81.2039640510366	NA	NA	NA	2	NA	Glass	Volcano	Rubber tire	Rock	Paper	Dime	Tissue	Pants	Iron	Silk
R_2wocjNch78PoAwq	70	Male	United Kingdom of Great Britain and Northern Ireland	TRUE	NA	NA	NA	94.2674573289142	NA	NA	NA	0	NA	Alabaster	Abalone	Baloney	Phone	Tonic	Sonambulist	Comic	Atom	Miner	Magnet
R_3R8H1yrCuLtggrC	35	Female	Australia	FALSE	1.5	1	1.25	77.8198699156443	1	1	1	2	3	frog	ruler	house	plane	mat	bed	fork	house	dog	elephant
R_3MShnSDskZjTqMp	65	Male	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	81.4891040280816	NA	NA	NA	1	NA	Window	Carpet	Knife	Boardgame	Car	Elevator	Pond	Pavement	Door	Style
R_1gbvHYKSnUjAu7E	26	Male	India	TRUE	NA	NA	NA	76.194448414303	NA	NA	NA	1	NA	Handkerchief	Cup	Boat	Table	TV	Pen	Rice	Tree	Music	Switchboard
R_3hyXcAOkbAjGE3A	26	Female	NA	TRUE	NA	NA	NA	76.5949431629408	NA	NA	NA	0	NA	Floor	Utensil	Phone	Hair	Tree	Sky	Water	Baloon	Smile	Skirt
R_25XwwQCXXy3FpZV	35	Male	Australia	TRUE	1.5	1.5	1.5	86.2043165269175	2	2	2	1	3	thumb	antelope	razor	hairspray	virus	weevil	pin	leaf	breeze	resistor
R_2CQbIyfaMLTQJH4	18	Female	NA	FALSE	NA	NA	NA	76.7355974586237	NA	NA	NA	0	NA	shop	dog	school	people	plants	vehicles	stars	sky	bricks	beds
R_3lPpdeyjTvrkzpw	18	Male	Australia	FALSE	NA	NA	NA	78.6812015232586	NA	NA	NA	1	NA	Apple	City	Colour	Paper	Number	Bottle	Game	Flame	Grass	Ball
R_3KvaaN1GsHmrp75	55	Male	Australia	TRUE	NA	NA	NA	72.9547621238799	NA	NA	NA	0	NA	teeth	tree	glass	tissue	pencil	car	water	mountain	cricket	moon
R_2EcnxJaBu7cwroe	70	Female	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	80.7410191212382	NA	NA	NA	2	NA	Shoe	Book	Paint	Photograph	Bus	Apple	Fork	Cat	Milk carton	Ring
R_2YzaV0jdlKpRiHk	65	Male	Australia	FALSE	NA	NA	NA	83.4740354635176	NA	NA	NA	1	NA	Red	Twelve	Empathy	Galaxy	Mackeral	Granite	Friendly	Amazing	Love	Book
R_10IvE4a6vcLSiId	35	Female	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	76.3917242417977	NA	NA	NA	0	NA	Car	House	Tree	Path	Astronauts 	Bowl	Plane	Phone	Skis	Shoulder
R_3GkT4KjbwpyO9BN	35	Male	United Kingdom of Great Britain and Northern Ireland	TRUE	NA	NA	NA	82.9111267413412	NA	NA	NA	0	NA	Attic 	Basecamp	Flour	Radio	Money	Carpet snake	Sheets	Washing machine	Satellite 	Fish
R_3h5yqQUoTMkGhXK	26	Female	Germany	TRUE	NA	NA	NA	69.8893493839673	NA	NA	NA	1	NA	Bed	Orange	Thought	Water	Literatur	Hair	Art	Dog	Heart	Schuh
R_1OKaK6lNTO4b56K	55	Male	Australia	FALSE	NA	NA	NA	71.2044426727863	NA	NA	NA	1	NA	car	coffee	bed	horse	tree	house	axe	computer	mountain	shop
R_pJDCl73xebTkFu9	35	Male	Australia	FALSE	NA	NA	NA	65.669310873463	NA	NA	NA	2	NA	chair	rock	tree	house	cave	mountain	ocean	glasier	window	chalk
R_1HizC6Ab7Oaspyt	35	Female	Australia	TRUE	NA	NA	NA	79.3199988348143	NA	NA	NA	2	NA	T-shirt 	Chicken	Saucepan	Lego	Mattress	Lipstick 	Thermometer 	Dinosaur 	Pencil	Brick 
R_dncxDflLlEeX4PL	55	Female	Canada	FALSE	NA	NA	NA	71.3299149913447	NA	NA	NA	1	NA	male	female	envelope	bowl	ball	stick	egg	apple	nut	fruit
R_3fZSmP516BRmb0f	35	Male	Australia	TRUE	NA	NA	NA	78.0264237452121	NA	NA	NA	2	NA	Cat	Blanket	Noodle	Hairdryer	Spoon	Pebble	Smoke	Paperclip 	Toenail 	Rose
R_31gYyxy8Y32Sn9J	55	Female	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	89.3888009357311	NA	NA	NA	2	NA	dinosaur	sky	conman	pregnant	utensil	stable	hair	ice	telephone	tapestry
R_3dKCHKBCIPw2eaU	55	Male	South Africa	TRUE	NA	NA	NA	78.5030264939581	NA	NA	NA	2	NA	Baking	Watering	Fly	Lion	Tree	Cloud	Sound	Mountain	Crime	Silo
R_3NF1pRrUKhTuPDB	55	Female	Australia	FALSE	NA	NA	NA	79.800875768775	NA	NA	NA	1	NA	Spaceship	Worm	Fence	Steelpost	Rock	Scissors 	Fingernail	Skin	Hat	Bark
R_2ClDFJswAFLprCn	26	Female	Pakistan	TRUE	NA	NA	NA	73.7921278036776	NA	NA	NA	0	NA	Cloud	Mountain	Desert	Monkey	Cupcake 	Football	Face	Fan	Window 	Human
R_3iLvExkMt82PsQF	35	Female	Australia	FALSE	NA	NA	NA	85.194271368285	NA	NA	NA	1	NA	Foot	Elipsis	Montenegro	Grass	Munchkin	Globe	Bubble	Evaporation	Eyelash	Fog
R_2VQHGJiMp2DZQvD	35	Female	Australia	FALSE	NA	NA	NA	70.6892493934858	NA	NA	NA	0	NA	Dog	Fly	Planet	Sand	Elephant	Donut	Dead	Plant	Dinosaur	Eye
R_3JFusN55xZQ8Tic	55	Male	Australia	FALSE	NA	NA	NA	72.6776104952608	NA	NA	NA	1	NA	Life	Death	Menopause	Productive	Thinking	Reflex	Sight	Pressure	Hug	Meditate
R_2YLlzgH8pKxYBf2	55	Female	Australia	FALSE	0.5	0	0.25	77.2042639198757	2	2	2	0	2	Gate	Dog	Paper	Building	Water	Capsule	Rice	Bike	Space	Farm
R_2PjbtC8CZkeDlia	35	Female	Canada	FALSE	0	0.5	0.25	68.3508411759422	0	1	0	1	1	man	woman	dog	cat	sky	gold	rocket	didgeridoo	tent	painting
R_2VQh37hUclVehSx	35	Male	Germany	TRUE	NA	NA	NA	85.6561975997119	NA	NA	NA	0	NA	Koala	Airplane	Orchid	Drawer	Kidney	Laptop	Trimmer	Neopren	Shoes	Coal
R_3IcXbC1idcpgtNx	26	Female	Australia	FALSE	2	0	1	78.3532231159154	1	1	1	1	2	Dog	Mountain	Meteor	Perfume	Truck	Garbage can	Snake	Moss	Strawberry	Bacteria
R_1ptikGLaKt32ioY	35	Female	United Arab Emirates	FALSE	NA	NA	NA	83.3485060548853	NA	NA	NA	2	NA	Tree	Flea	Bed	Sand	Stardust	Blanket	Amoebae 	Skeleton	Paintbrush	Egg
R_1lfXeLK85X1XKlj	35	Male	Australia	FALSE	1	1.5	1.25	74.8197888511987	2	2	2	1	3	Computer	Space	Microscope	Television	Music	Painting	Animal	Atoms	Sailboat	Electricity
R_21B3WXFaN5v6XF1	26	Female	Australia	FALSE	NA	NA	NA	82.7196231466674	NA	NA	NA	0	NA	tissue	elephant	faeces	waterfall	asteroid	drill	droplet	dress	fire	rattle
R_2Pigoq4ZSAhAB9y	35	Female	Australia	FALSE	NA	NA	NA	79.1448848410731	NA	NA	NA	2	NA	Bed cover	Cat	Tv	Jumper	Curtain	Microwave	Fridge	Husband	Plant	Cream
R_2aX27LMc36ZK2lM	55	Female	Australia	FALSE	NA	NA	NA	71.5744839892501	NA	NA	NA	2	NA	bed	car	toothbrush	boat	cat	mountain	air	design	concept	honey
R_3hznt9PhCIxGTW2	70	Female	Australia	FALSE	NA	NA	NA	77.0951091178826	NA	NA	NA	0	NA	choir	bike	toast	car	sandwich	cake	pencil	money	flower	tree
R_3q9iFrV45Md5UUc	55	Male	Australia	FALSE	0	1	0.5	73.2789370275679	1	1	0	2	2	Wood	Metal	Fire	Trees	Sex	Computer 	Plane	Desert	Moon	Fish
R_yr75502GcEimEGB	9	Male	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	73.6529028486638	NA	NA	NA	1	NA	bucket	head	dog	computer	car	movie	pizza	juice	cup	paper
R_OwAU8gg0WnpE4yB	35	Male	Australia	FALSE	NA	NA	NA	88.7767271449006	NA	NA	NA	1	NA	space	cushion	asparagus	pimple	ice	ambivalence	murder	meditation	glue	memory
R_3rZIOqNTwJ9Jzqx	26	Male	Australia	FALSE	NA	NA	NA	77.7024320548489	NA	NA	NA	1	NA	Hammer 	plant	fridge	Needle	car	nut	Coffin	magazine	Drawer	toilet
R_PAmeiuxCjONim4h	35	Female	Ireland	FALSE	NA	NA	NA	74.9892814439677	NA	NA	NA	1	NA	Cat	Hat	Flower	Desk	Tree	Pot	Treadmill	Kettle	Cloud	House
R_1r1wIYIW26KazaA	55	Female	Australia	FALSE	NA	NA	NA	76.5903191552276	NA	NA	NA	2	NA	Car	Book	Blinds	Cabinet	Blanket	Floor	Tree	Sky	Trunk	Dress
R_29m2tWDi867AOck	55	Female	Finland	TRUE	NA	NA	NA	77.5656297802925	NA	NA	NA	1	NA	Tree	Boulder	Airplane 	Cat	Beef	Flower	Chair	Typewriter 	Sun	Dam
R_STWPeqn0fyiFejT	65	Male	Australia	TRUE	NA	NA	NA	75.5069268601281	NA	NA	NA	2	NA	dog	brick	gum	sun	uncle	fish	car	elephant	goggles	love
R_332SHmdaxqIw318	55	Male	United Kingdom of Great Britain and Northern Ireland	FALSE	1	1.5	1.25	86.7203218729368	1	1	1	1	2	foot	wind	radio	teacup	magpie	piano	carpet	refrigerator	cloud	kitten
R_018IS84O8SYhClX	55	Female	Australia	FALSE	2.5	2.5	2.5	81.9044159015729	1	1	1	1	2	rainbow	ruler	hole	radio	flower	carbon	beauty	wheel	fish	train
R_3nN4vLLZL571UH2	35	Male	Australia	FALSE	NA	NA	NA	75.6624823879628	NA	NA	NA	1	NA	Car	screw	computer	pen	air	grass	animal	steel	bread	water
R_2fx7CcrT4YntpuY	35	Female	Australia	FALSE	NA	NA	NA	75.2796507307461	NA	NA	NA	1	NA	Spain 	John 	Spoon 	Paper 	Car 	Dog	Shovel 	Tree	Grinder	Feather
R_24tLGV9qnZY9FbQ	35	Male	Australia	FALSE	NA	NA	NA	69.6731349542027	NA	NA	NA	0	NA	house	car	hat	dog	fence	branch	hill	screwdriver	carrot	hair
R_3OpiuZpJ0wPzewL	55	Male	Australia	FALSE	NA	NA	NA	68.148792215756	NA	NA	NA	1	NA	house	tree	water	rock	fire	skin	oil	leaf	computer	light
R_DqPCup0SfwBUTtL	70	Female	Australia	FALSE	NA	NA	NA	80.9034030751458	NA	NA	NA	1	NA	Ice	Leaf	Ironstone	Diamond	Squash	Rain	Crunchie granola	Hydrogen	Star	Blanket 
R_1hLkVUgGHgh4L6h	35	Female	Australia	FALSE	NA	NA	NA	79.2340247758797	NA	NA	NA	1	NA	orange	hammer	guitar	ball	wallet	book	perfume	suitcase	plate	door
R_30660FTCqlGgFON	35	Female	Australia	FALSE	NA	NA	NA	73.611794447615	NA	NA	NA	1	NA	Rope	Ball	Stick	Fig	Lamp	Dog	Soup	Puddle	Car	Toilet
R_x4NWkePwxK1ZNVD	55	Female	Australia	FALSE	NA	NA	NA	69.9672195883024	NA	NA	NA	0	NA	Shoe	Car	Hat	Dog	Ukelele 	Power point	Horse	Hand bag	Lighter	Finger nail
R_3hhTW5NHjSJxnTj	70	Female	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	86.2797470319839	NA	NA	NA	1	NA	Apples	Dog	Avocado	Piston	Electricity	Star	Cloud	Water	Plasticine	Tornado
R_1llyfbsaz6Hx3vK	70	Female	Australia	FALSE	NA	NA	NA	85.335560873708	NA	NA	NA	1	NA	grave	sky	picture frame	biscuit	door mat	book	icecream	toilet roll	barbeque	carport
R_2zViA5Bh8joBo5s	26	Female	Australia	TRUE	NA	NA	NA	73.4784556641465	NA	NA	NA	1	NA	Car	Dog	Pants	Tree	Zoo	House	Spoon	Sink	Hairspray	Radio
R_C85GWSQGec66Hv3	35	Male	Australia	FALSE	NA	NA	NA	68.9367825786273	NA	NA	NA	2	NA	Shoe	Shop	Tile	Wood	Glass	Computer	Rainbow	Sand	Bike	Tool
R_1oBeQ0LrRxCcGIO	55	Female	South Africa	FALSE	NA	NA	NA	77.2526567269649	NA	NA	NA	2	NA	toe nail	car	cat	snow	fart	smile	heart beat	noise	rainbow	northern lights
R_1gcfa07TL0oSwfG	55	Male	Australia	FALSE	NA	NA	NA	78.758918309939	NA	NA	NA	0	NA	jellyfish	urchin	ice	fire	stone	air	lead	feather	shell	thought
R_1pJNNvtyyUItOgG	26	Female	NA	FALSE	NA	NA	NA	74.0010054338546	NA	NA	NA	2	NA	Chair	Plant	Surfboard	Bed	Mat	Pen	Fence	Dog	Shirt	Book
R_1DD6jCyJK7OzcJm	70	Male	Australia	FALSE	NA	NA	NA	71.2420587028776	NA	NA	NA	1	NA	apple	stone	cloud	space	sun	love	mystery	blood	chasm	mountain
R_bdCWTjeLiPWgM7L	55	Male	New Zealand	FALSE	NA	NA	NA	88.197815992559	NA	NA	NA	2	NA	cloud	worm	digit	frown	honey	quark	gender	processor	dregs	language
R_DIX8z4TPWAbhNoB	55	Female	United Kingdom of Great Britain and Northern Ireland	TRUE	0	0	0	76.2952372431755	0	0	0	2	2	Ski	Shell	Bread	Trousers	Stone	Dog	Rain	Television	Brain	House
R_3NOhcAP6H12lBfj	35	Female	Australia	FALSE	NA	NA	NA	76.6356923661771	NA	NA	NA	0	NA	Duck	Cabbage	Car	Chair	Girl	Television	Shower	Saucepan	Rug	Star
R_A5JwFRH1kPuxfxL	55	Female	Australia	FALSE	0	0	0	75.4166699945927	NA	NA	NA	1	NA	dog	cat	vase	umbrella	rock	cloud	apple	crown	car	ruler
R_9QtoByKWwogYe4h	70	Male	Australia	FALSE	NA	NA	NA	80.7597824150608	NA	NA	NA	1	NA	Wood   	 Fart	  Horse	Plane	ant	atmosphere	virus	Hippo	Colon	Glacier
R_1dbQMWaia3eczS3	70	Female	Australia	FALSE	NA	NA	NA	75.8932306298188	NA	NA	NA	1	NA	car	tree	sun	clothes	books	seats	view	concrete 	pencil	furniture
R_1QbDMuL9dRWwyrm	65	Female	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	75.7191520006884	NA	NA	NA	0	NA	Flower	Jumper	Garage	Pen	Puppy	Dumpster	House	Magazine	Elephant	Drapes
R_1eJXefTfxC50FGa	65	Male	Australia	FALSE	NA	NA	NA	73.1427426849093	NA	NA	NA	2	NA	sink	rope	match	shirt	stone	pen	plate	scissors	grass	video
R_31hIgm0EmzieVuO	70	Female	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	78.1623204283062	NA	NA	NA	2	NA	book	dog	bucket	plant	stone	beam	boat	candle	potato	pencil
R_2rqnZ6jR6O0Kjrd	35	Female	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	76.4501042131867	NA	NA	NA	2	NA	bed	carrot	unicorn	flower	computer	elephant	storage box	shopping trolley	planet	finger
R_129e2lECRpwa4Gu	55	Female	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	66.7658304174741	NA	NA	NA	0	NA	Sugar	Butter	Eggs	Grass	Table	Book	Banana	Water	Mud	Tree
R_2akjiNCUQsFHS8T	55	Male	Australia	FALSE	NA	NA	NA	68.8940721608344	NA	NA	NA	0	NA	waves	hill	tree	cow	ice	man	rock	car	boat	dog
R_1116Y8gHvNQ4WgX	55	Female	Australia	FALSE	NA	NA	NA	86.7013227194548	NA	NA	NA	0	NA	nomads	animals	linen	aborigines	crossings	equators	astronomy	machinery	hospitals	computers
R_3gRFXTGFQizv4al	55	Female	Australia	FALSE	NA	NA	NA	78.7023432198025	NA	NA	NA	1	NA	grass	 sugar	photograph	tiger	curtain	shovel	toothpick	flying	binoculars	earthworm
R_3qO32Z9IYbl829I	55	Female	Australia	FALSE	NA	NA	NA	67.4708574300721	NA	NA	NA	1	NA	Water	Rock	Air	Fire	Trees	Metal	Leather	Oil	Flowers	Bees
R_1pPVM4npW2tzoXp	55	Male	United Kingdom of Great Britain and Northern Ireland	FALSE	NA	NA	NA	75.7390590295905	NA	NA	NA	1	NA	Apple 	Paper chair	Clothes	Finger	Space	Flower	Holiday	Sneeze	House	Time
R_qEjhR4aeV1oYXE5	65	Female	Australia	FALSE	NA	NA	NA	60.8033109988485	NA	NA	NA	0	NA	Happy	Sad	Gloomy	Pesty	Hot	Cold	Noisy	Anxious	Quiet	Thoughtful
R_8IFsaEtwXZPN9yV	55	Male	Australia	FALSE	NA	NA	NA	87.2553284069346	NA	NA	NA	1	NA	Cat	Rissole	Tyre	Shower	Tree	Gum	Shorts	Electricity	Paper	Beer
R_1Ej5ilKWpji7H8O	70	Male	Australia	FALSE	NA	NA	NA	71.7721184094747	NA	NA	NA	1	NA	human	rock	air	concept	pain	smile	time	vibration	redness	nothing
R_2qfmWqgXpcSQw39	55	Female	Australia	FALSE	NA	NA	NA	82.8182131406807	NA	NA	NA	1	NA	cat	car	desert	trailer	fan	spectacles	needle	TV	calendar	orange
R_08RDrHIYe34i521	70	Male	Australia	FALSE	NA	NA	NA	75.0742387203943	NA	NA	NA	0	NA	refrigerator	apple	coat	chair	bicycle	boat	road	lake	paper lantern	paint
R_8fc4AUY4ojWzRL3	65	Female	Australia	FALSE	NA	NA	NA	74.4228749580327	NA	NA	NA	1	NA	Doll	Bed	Country	Man	Table	Gas	Caravan	Lake	Shop	Beach
R_3lRBfPj1ZD0JaE4	70	Female	Nigeria	TRUE	NA	NA	NA	63.0468058444205	NA	NA	NA	2	NA	good	bad	wicked	SAME	BLANK	COVERED	SIMPLE	COMPLEX	COLOURED	WHITE
R_3q7jTKr5MICsfCW	65	Male	Australia	FALSE	NA	NA	NA	74.8626129258247	NA	NA	NA	1	NA	castle	plane	sail	rain	cat	plaster	wall	hanger	sandwich	statue
