id	age	gender	rt	aut.flexibility.1	aut.flexibility.2	aut.flexibility	aut.originality.1	aut.originality.2	aut.originality	aut.fluency.1	aut.fluency.2	aut.fluency	bag.appropriateness.1	bag.appropriateness.2	bag.appropriateness	dat	valids	word.1	word.2	word.3	word.4	word.5	word.6	word.7	word.8	word.9	word.10
R_UElXpLDDuyJFyU1	20	Male	240.117	0.4	0.8	0.6	0	0	0	1	1	1	NA	NA	NA	80.3520027281983	10	cat	dog	education	race	invitation	comparison	ceiling	table	glass	grass
R_2wEPYl3R02gH9mO	21	Male	240.062	4.4	3.2	3.8	2.8	0.8	1.8	5.6	5.2	5.4	5.58139534883721	4.55813953488372	5.58139534883721	81.7103261571555	10	arrow	stand	plane	soup	mast	gold	book	football	grass	shadow
R_3Ej9BsuuJSnA2MG	19	Male	240.112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.1621000335685	10	milk 	ocean 	salt 	speaker	box 	window 	sky 	wallet 	bag 	heater 
R_3RyDJEOz0LQI9IZ	19	Female	240.111	3	3	3	2.2	1.2	1.7	5.4	5	5.2	NA	NA	NA	77.0645558834076	10	clothes	food	phone	rose	sun	wall	printer	paper	shoe	hand
R_3HvNknXeL41RPyI	18	Male	240.036	1.4	1.4	1.4	0	0	0	1	1.2	1.1	5.05769230769231	3.94230769230769	5.05769230769231	81.987673968875	10	magic	chopsticks	pot	computer	air	dumbbells	hair	bully	flood	keys
R_Os3kcjjJy5JZbot	18	Male	240.092	2.4	2	2.2	1.2	0.6	0.9	3.6	3.4	3.5	6.14285714285714	5	6.14285714285714	80.6500715514024	10	cat 	city 	iceberg 	robot 	video 	bottle 	glasses 	passport 	money 	sun 
R_3IcSwPn86u1wNfH	19	Female	240.012	0.4	0.6	0.5	0.4	0.4	0.4	1	0.8	0.9	4.13725490196078	2.64705882352941	4.13725490196078	83.4106144628355	9	thief	movie	milk	Italy	river	tram	home	artwork	underwear	bee
R_1QzjOBkKpcwdouX	21	Male	240.119	2.8	3	2.9	2	0.2	1.1	4.6	4.8	4.7	6.34615384615385	5.23076923076923	6.34615384615385	86.0587614588439	10	apple	guitar	ant	multiply	baptism	waste	paradigm	cleaver	enzyme	elevator
R_2CxBMXYbRDng1Cu	20	Male	240.012	2.6	2.4	2.5	1.2	0.4	0.8	3.8	3.4	3.6	6	4	6	73.8413839822724	10	hammer 	snow 	window 	phone 	light 	speaker 	mirror 	cloth	clouds 	coffee 
R_1nVfHVldRxIjhME	20	Male	240.14	4.6	4.6	4.6	2	2.6	2.3	7.4	7.4	7.4	4.63829787234043	3.31914893617021	4.63829787234043	83.4500654822304	8	Cake	Holocaust	Aliens	Syphillis	Frying pan	Transplant	Addict	Diarrhea	Toenail	Lats
R_1GU34Ytx4Nrn9mk	19	Female	240.105	1	0.6	0.8	0.4	0	0.2	1	0.8	0.9	7	7	7	69.1043767191115	10	bottle	finger	cloth	eye	beautiful	happy	house	book	mother	love
R_eqWTgNByryIRE0F	18	Female	241.804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.3008843518439	8	car	car	oars	bread	mountain	pencil	teddy bear	cash	guitar	lolly
R_3Pz3LTzA3ez7VIL	19	Male	240.159	1.8	2.4	2.1	0.8	0.8	0.8	6.2	6	6.1	4.97560975609756	3.36585365853659	4.97560975609756	76.377168013936	10	cup	plant	animal	person 	plane	computer	park	vegetable 	vehicle 	window
R_3HwvfbQwcauCywA	20	Male	240.022	0.8	1	0.9	0.4	0	0.2	4.8	4.2	4.5	5.50877192982456	4.21052631578947	5.50877192982456	78.4866423479148	10	School	grass	dungeon	drink	movie	street	bird	phone	window	Dinner
R_27VS62PufWRly0I	18	Female	240.012	6	5.6	5.8	4	1.8	2.9	7.6	7.2	7.4	5.54545454545455	3.27272727272727	5.54545454545455	82.5026969824519	9	caterpillar 	fame	castle 	gum	crop top 	fog 	smile 	gold	vampire 	truth 
R_2CBYQ45bij9LSOf	19	Male	240.07	2.8	3.6	3.2	0.8	1.2	1	5.4	5	5.2	5.19642857142857	3.82142857142857	5.19642857142857	81.7578749598137	10	Technology	Country	Happiness	Time	Voltage	Iron	Captivate	Hair	Special	Rain
R_1mCcJvdfsvP7dUS	19	Female	240.114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.1123515420726	9	tile	phone	banana	highlighter	cloud	jewellery	lecture	dog	banquet	BBQ
R_2CVO2nRaBNVLnNM	25	Male	240.143	4.6	4.4	4.5	3.4	1.4	2.4	5.8	6.4	6.1	NA	NA	NA	74.9434858915352	9	lamp	dylan	book	giraffe	spider	pen	cloth	painting	toe	sticker
R_1kOeivr9du3yxeL	19	Male	240.103	0.2	0	0.1	0	0	0	3.2	2.8	3	5.16666666666667	3.66666666666667	5.16666666666667	82.6732176755156	10	Table	Ocean	Star	Whistle 	Phone	Antenna 	Grass	Bus	Chalk	Curtain 
R_31SBTKhILqUTycs	18	Female	240.014	0.4	0.8	0.6	0	0.2	0.1	7.8	6.8	7.3	5.2	4.4	5.2	77.5346749595233	10	cup 	knife 	tree 	friend 	cigarette 	meat 	ship	star 	tiger	snow 
R_1FE8A9bcQzE3oLy	19	Male	240.115	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.275	4.05	5.275	74.8324297723316	10	tree	building	sky	game	door	factory	chocolate	media	tram	coffee
R_11iPg2DCONOzSIB	19	Female	240.021	0.2	0.2	0.2	0.6	0	0.3	1	0.8	0.9	NA	NA	NA	77.6769087782928	10	table	family	girl	cat	wallet	fork	grace	tablet	charger	book
R_2zU4W74bqPFjHRJ	19	Male	240.064	2.2	2	2.1	0.8	0.8	0.8	4.2	4	4.1	4.25454545454545	2.98181818181818	4.25454545454545	79.4454675921727	10	hat	tree	fig	paper	radio	stairs	door	number	thumb	road
R_3GDkXCpgoMWGQJV	20	Female	240.043	1.2	1	1.1	0.2	0	0.1	1	1	1	NA	NA	NA	72.4067637608165	10	justice	beauty	envy	appetite	idea	sorrow	luxury	right	generosity	nap
R_1qV5cYRJbOoW3Hh	18	Female	240.038	4.4	4.6	4.5	2.2	1.8	2	5.4	5.4	5.4	5.46153846153846	4.25	5.46153846153846	76.3221163125265	10	book	bag	plane	water	skin	dog	cloud	curtain	gun	mountain
R_2WZRmw7DM3yCHZ7	18	Female	246.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.832104572228	10	cat	car	bed	shirt	bear	radio	board	cupboard	wardrobe	chair
R_3lWDAmn6NjJx5yK	19	Male	240.116	0	0.4	0.2	0	0	0	1	0.8	0.9	1	1	1	69.0797237235875	10	stick	hand	essay	time	water	ice	house	road	onion	dog
R_wYGE2WR8Icx9RWV	18	Male	240.117	3.2	3.6	3.4	1.6	1	1.3	5.4	5.2	5.3	4.44444444444444	3.11111111111111	4.44444444444444	76.6562290489674	10	phone 	fox 	car	home 	flight 	slave 	movie 	wallet 	box 	doctor 
R_UmZWwWpU8svdxo5	18	Female	240.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.14583333333333	3.72916666666667	5.14583333333333	78.3824811024325	10	boyfriend	animal	FRUIT	table	elevator	shopping	road	fly	pipe	PLUMBER
R_2fHuPbm504t4yn1	18	Female	240.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.9302103930996	10	Phone	Blanket	Sheep	Beef	Cars	Clouds	Pillow	Eggs	Chicken	Trees
R_3ESXJoiAqIqZqYj	NA	Female	123.097	0	0	0	0	0	0	17.4	13.4	15.4	4.14285714285714	2.76190476190476	4.14285714285714	75.377661273593	10	change	kill	grill	arrange	stab	bury	sing	cry	stop	fix
R_2VsjjlxpWKqVqxZ	18	Female	240.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.93333333333333	4.9	5.93333333333333	75.3262754529715	10	clothes	ocean	bottle	sun	computer	medal	glass	clouds	music	nail
R_2WIFjqIhEqno0Nu	17	Male	480.275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.7774259696404	9	banshee	telescope	paint	locomotive	icypole	crate	swashbuckler	atlas	birthday	hummingbird
R_1LLEYbxIQ8o9eCn	18	Female	240.016	4.4	3.8	4.1	2.6	0.6	1.6	1	1.6	1.3	6.09090909090909	4.96969696969697	6.09090909090909	80.5807210859798	10	Kettle	Scissors	Laptop	Dress	Foot	Tree	Church	Chicken	Water	Violin
R_3oQG1ex74pvVvyo	18	Female	240.008	6	5.6	5.8	3	2.2	2.6	8.4	8.2	8.3	5.49122807017544	4.15789473684211	5.49122807017544	84.1530555532136	10	Hot	Unicorn	Preschool	Foot	Ham	Platypus	Tent	Computer	Forest	Friend
R_1Nn3fTpUIYhlcT7	18	Female	240.014	4	3.8	3.9	1	1	1	9.8	9.4	9.6	5.42857142857143	4.06122448979592	5.42857142857143	76.8365192271414	10	Fence	Pen	Pot	Light	Frame	Phone	Star	Alcohol	Tissue	Perfume
R_2rNEWsuT0kxNVGa	19	Female	240.013	3	4	3.5	1	1.2	1.1	1	2	1.5	6.2	4.6	6.2	78.8048121191207	10	CHAIR 	HEART 	SHOE 	PLANT 	COKE 	BREAD 	BACKPACK	MIRROR 	CHARGER	TAMPON 
R_w7C88njLVRiccKJ	19	Female	240.064	3.2	3.4	3.3	0.6	0.8	0.7	4	4.2	4.1	6.13157894736842	5.15789473684211	6.13157894736842	77.9419950431301	10	dog 	car	coffee	tissue	wire	ink	stone	frame	fork	app
R_Rkxsu2xz5ZsFpCN	20	Female	240.012	0.4	0.8	0.6	0.4	0.2	0.3	1	1	1	NA	NA	NA	85.6736751639151	9	handicapped	moon	bracelet	Plant	dynamic	intricate	hippo	Sakya	incantation	sorcery
R_7Uj6WgomSIDf71f	19	Female	240.11	2.2	2.6	2.4	0.4	0.2	0.3	1	1.6	1.3	4.46428571428571	3	4.46428571428571	76.7318085900375	10	cat	desk	bed	phone	peanut	email	tank	lipstick	plastic 	pole
R_VUWWfIAt7oOX8Ih	18	Female	240.018	1	0.6	0.8	0.8	0.4	0.6	1	0.8	0.9	5.81081081081081	4.67567567567568	5.81081081081081	74.3185602483295	10	cat	tennis	girl	feet	blanket	fruit	rain	pole	glue	tank
R_2uDTKSt0YRwp6yG	18	Female	241.876	1	0.4	0.7	0.2	0	0.1	13.6	11.2	12.4	5.62068965517241	4.13793103448276	5.62068965517241	81.0560215796743	10	chair	factory	planet	toothbrush	perfume	kettle	leaf	brick	handbag	violin
R_2tlo4VFp3jLL9bW	23	Male	240.197	1.4	1.6	1.5	0	0.2	0.1	1.2	1.4	1.3	5.5	2	5.5	74.3256116197223	10	word	bread 	table 	wax	oxygen	water	electricity	engineering	books	displayer
R_tXxUuvMyliM6u8F	18	Female	241.238	0.8	0.8	0.8	0	0	0	5.8	5.2	5.5	5.625	4.425	5.625	78.6917328124955	10	table	jumper	scissors	red	hospital	tree	shout	job	painting 	winter
R_RfflBjsRDTnVK6J	21	Female	240.011	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.33333333333333	3.66666666666667	5.33333333333333	76.0003839575109	10	book	honey	cup	straw	chair	sea	gold	glasses	broom	floor
R_1OqTuUnlt7jMVok	18	Male	240.112	3	2.8	2.9	1.6	0.4	1	1	1.4	1.2	6.56	5.48	6.56	83.6118934587354	10	orange	universe	homework	circuits	key	shirt	marker	anime	style	aesthetic
R_3QP3EGfTI63jf7r	18	Female	240.016	5.2	5.4	5.3	3.8	3	3.4	7.6	7.2	7.4	5.74576271186441	4.06779661016949	5.74576271186441	80.3720969884169	10	chair	fan	street	candle	order	music	notebook	survey	hair	pizza
R_2czlZGKw7PzNf17	19	Female	240.067	0.6	0.8	0.7	0	0	0	1	1	1	7	6.5	7	74.3858852911563	9	school	boy	sally 	cat 	book 	painting 	window 	sock	motorbike 	bedsheet 
R_1QG7fLojpdI3wDh	20	Male	240.133	3.6	4.4	4	0.8	0.8	0.8	4.6	5.2	4.9	6.35483870967742	5.54838709677419	6.35483870967742	75.2687547178495	9	Tiger	Bench	Plane	Clown	House	Tree	Bag	Suit	Crate	Flor
R_3EQCOl8sO0qdQay	18	Male	240.017	2.2	2.4	2.3	1	0.4	0.7	3	3	3	NA	NA	NA	72.2998673717181	8	Cat	Phone	Glasses	Bottle	Airpods	Keys	Cheetos	Wall	Girl	wallet
R_3KD5TsnGYCCbc21	19	Female	240.122	1.6	2.8	2.2	0	0.8	0.4	1	1.6	1.3	5.5	4.14285714285714	5.5	86.294140616831	9	ocean 	peanut 	earring 	road	gold 	pangolin 	jumper	brussel sprout 	license 	arm
R_32QjU1rNdWfVmEr	20	Female	240.141	1	0.8	0.9	0.2	0.2	0.2	1	1	1	4.4	3.13333333333333	4.4	79.9627254584006	9	Pillow	Spain	Dessert	Earring	Lentil	Goddess	Party	Machine	Mat	Chip
R_eVh3ULPSe6aehtD	20	Male	203.371	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.14	2.66	4.14	71.4372129312583	10	space	time	place	coke	tea	package	garden	avatar	race	show
R_30oOGgwQhskSVx5	19	Female	240.116	0.2	0.4	0.3	0	0	0	1	0.8	0.9	NA	NA	NA	76.067732522885	10	apple	laptop	chair	tape	ladder	ball	blanket	pool	case	digestion
R_56Ir4VQmB7cUv6h	20	Male	240.016	2.8	3.8	3.3	1.4	0.4	0.9	3.6	4.4	4	4.97959183673469	3.44897959183673	4.97959183673469	82.487615197897	10	map	picnic	champagne	socks	mouse	numbers	photographs	brackets	net	love
R_2SAGrvhHtRSRAYl	19	Male	240.012	2.6	2.6	2.6	1	0.8	0.9	1.4	1.6	1.5	6.73913043478261	5.21739130434783	6.73913043478261	73.5542078812917	9	cat	mug	earth	bottle	hand	brain	university	book	song	power cord
R_3qqctFf5omYEUGB	19	Female	121.868	2.6	3.4	3	2.2	2.6	2.4	4	4	4	5.57894736842105	4	5.57894736842105	73.0351157841228	8	TV	cup	water	dog	love	pain	ring	pen	car	OCD
R_3EF3KinWKNbfWwg	19	Female	480.189	2.4	3.4	2.9	0	0.6	0.3	2.6	3.4	3	6.025	4.675	6.025	77.065295584145	10	towel	building	planet	cloud	horse	paint	hat	figurine	knob	wheat
R_1eOTVWzCB5WmXDf	19	Male	240.02	0.4	0.8	0.6	0.4	0	0.2	1	1	1	NA	NA	NA	79.0457424308572	10	boat	apple	bookcase	cave	ankle	 cane	candy	church	fish	wealth
R_1jjntrHs9N2sxVy	19	Female	240.011	0.6	1.2	0.9	0	0.4	0.2	3.2	2.8	3	5.03571428571429	3.92857142857143	5.03571428571429	80.3448517762479	8	dog	time	abestos	car	pink	facebook	leaf	atom	Maria	grade
R_pPKxSKujVx5OZoZ	19	Male	55.106	3.2	3	3.1	0.6	1	0.8	4	4	4	5.55263157894737	4.47368421052632	5.55263157894737	79.9860929449399	10	table	building	apple	photo	music	anxiety	watch	bandage	nail	crocodile
R_roSpyFSrPpG5thT	18	Male	240.032	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.11111111111111	4.22222222222222	6.11111111111111	76.2990841730719	10	Food	Planet	Technology	Wood	Athlete 	Home	Fire	Weapon	Cinema	Colour
R_1mKMp5cbgWlFe6y	19	Male	241.966	2.2	2.2	2.2	0.2	0.2	0.2	1	1.4	1.2	5.38775510204082	4.26530612244898	5.38775510204082	78.4020775130817	10	food	book	phone	bottle	screen	ball	university	pen	nose	friend
R_10ZeYIp9NkIQee1	20	Female	240.016	2	3	2.5	0.4	1.4	0.9	6.4	6	6.2	5.01694915254237	3.74576271186441	5.01694915254237	78.6839561448211	10	Chair	Tree	Boat	Clothes	Television	Bike	Register	Floor	Cape	Eyes
R_C3Ka04me6g7JNBv	20	Female	240.115	2	1.6	1.8	1	1	1	1	1	1	4.72881355932203	3.32203389830508	4.72881355932203	76.8082984146618	10	cat	toilet	rug	cement	speaker	flower	bottle	finger	stairs	glass
R_0OFc88MvnIr6GHf	19	Female	241.298	5.4	5.4	5.4	3	1.4	2.2	8.6	8.2	8.4	5.40909090909091	3.95454545454545	5.40909090909091	78.2302415087109	10	DOG	GLASS	FLOWER	UNIVERSITY	WATER	LAPTOP	SONG	STAIRS	LIGHT	POLE
R_rdT29EFMNUds4JX	19	Male	240.177	0.6	0.8	0.7	0	0	0	1	1	1	7	7	7	69.3978443741798	10	Dark	Hot	Slow	Tall 	Stupid	Air	Brick	Power	Help	Chase
R_r7MmDhBReWZxjDr	19	Female	240.158	5.2	6	5.6	2.4	2	2.2	7	7	7	5.94117647058824	4.76470588235294	5.94117647058824	79.7849377705937	9	bottle	lip	frisbee	tram	sugarcane	ice	rice	scar	zipper	sunflower
R_aYrLkc9pee8I3sJ	20	Female	240.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6551724137931	3.06896551724138	4.6551724137931	68.9927181317693	10	food	love	baby	tree	sea	university	animal	chair	sun	China
R_2QDMWsLFcLIOv7E	19	Female	240.093	0.8	1.4	1.1	0	0.2	0.1	1	1.2	1.1	4.5	4	4.5	66.4607668206805	10	cold 	hot 	exciting 	boring 	alive 	dead 	fantasy 	real life 	hard 	soft 
R_6PxDQchSfZtrdFD	18	Female	240.205	2.4	2	2.2	0.8	0.6	0.7	3.8	3.2	3.5	6	5	6	85.9001487848304	9	azure	banana	chair	candle	footpath	socket	galaxy	scarf	llama	pencilcase
R_2uJQSrjDYbwyMAa	20	Female	240.144	0.4	0.8	0.6	0	0.4	0.2	3.4	3	3.2	NA	NA	NA	56.9214937942369	10	heart	useless	annoying	tired	happy	sleepy	boring	itchy	yawing 	pretty
R_3qe330UNF3q5Wka	18	Female	240.034	6.6	6.6	6.6	4.6	3.8	4.2	11.6	10.8	11.2	5.8936170212766	4.72340425531915	5.8936170212766	77.5929391384125	10	sky	brush	door	can	vein	castle	deer	public	cucumber	laser
R_3Ra6728JTMyhl1n	19	Female	240.026	1	1	1	0	0.2	0.1	1	1	1	5.33333333333333	4.41666666666667	5.33333333333333	78.3342834251622	10	sun	table	hammer	scarf	flower	glasses	scrunchie	path	canyon	lion
R_RDYh7yyqT531Udj	19	Female	240.052	0.2	0.6	0.4	0.2	0	0.1	2.6	2.4	2.5	NA	NA	NA	76.2009606652316	8	house	ship	island	cartier	Fiji	harry	couch	noodle	pool	ball
R_3EohBQt76PUdsPN	20	Male	240.115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.9900095104905	9	Snow	Chair	Asteroid	Bacteria	Necklace	Credit Card	Exam	Guitar	Window	Salmon
R_7OMfFZJ2lhQ3bsB	19	Female	240.221	0	0.2	0.1	0	0.4	0.2	1	0.8	0.9	6	4.33333333333333	6	74.9647428592046	10	Glass	Sky	Peace	Bottle	Pants	Key	Leave	Light	Black	Bee
R_1JJy1ZxuYpj551T	31	Male	240.029	7.2	7.4	7.3	6	4	5	8	9.8	8.9	6.04545454545455	4.81818181818182	6.04545454545455	86.077626138216	10	Giraffe	Boat	Cabinet	Tooth	Lychee	Phone	Boulder	Plasma	Watercolour	Collision
R_rjLReAvCCPKeTgl	19	Female	241.487	0.6	0.4	0.5	0.4	0	0.2	1	1	1	4.42105263157895	3.42105263157895	4.42105263157895	72.2835212591149	10	lamp	banana	trampoline	pool	umbrella	ball	tree	bread	eye	bird
R_2zcq2Vpol53pPnr	19	Female	240.043	0.4	0.8	0.6	0	0	0	1	1	1	4.60714285714286	3.32142857142857	4.60714285714286	81.8698659539223	9	bed	rainbow	page	significant	psychology	butterfly	shower	hotel	jacket	instagram
R_usTPkwNLSMXTglj	19	Female	129.521	1.6	2.6	2.1	0.6	0.6	0.6	8.4	8.2	8.3	5.2037037037037	3.46296296296296	5.2037037037037	84.0715178332868	10	butterfly	gun	shoe	volcano	penguin	receptionist	watch	trashcan	book	headphones
R_10NI33Alr89mT9C	19	Female	251.561	0	0.2	0.1	0	0	0	7.8	6.4	7.1	5.84210526315789	4.63157894736842	5.84210526315789	73.5390021687462	10	car	book	leaf	electricity	house	moon	water	light	worm	metal
R_1Ia5MIIrptEGodv	20	Female	240.038	2.2	2	2.1	1.6	1	1.3	3.8	4	3.9	3.76666666666667	2.13333333333333	3.76666666666667	65.6457886099815	10	water	mirror	fish	flower	sky	ocean	milk	pizza	hotpot	lipstick
R_1Km9BTXRFNQ3ja9	18	Female	240.14	1.8	2.4	2.1	0.2	0.4	0.3	1	1.6	1.3	6.41176470588235	5.29411764705882	6.41176470588235	73.5712399262758	8	car	Africa	cat	phone	Alex	doll	photo	giraffe	laptop	ball
R_3fYLqjCijfMkEEq	19	Female	240.024	5.8	5.4	5.6	5.2	2.8	4	12.6	11.2	11.9	5	3.48571428571429	5	81.0463264229752	9	tree	pants	nail	computer	de ja vu	mood	stars	gold	glue	talking
R_3fcqAUzOIyf54Sn	19	Male	240.008	3.2	2.8	3	2.2	0.8	1.5	7.8	6.8	7.3	5.58823529411765	3.94117647058824	5.58823529411765	84.0324764982576	10	planet 	broccoli 	fridge 	scaffold	salt 	money 	rose 	light 	roof	diamond
R_3mdGcQzCHXpf7J7	20	Female	240.009	3.8	4	3.9	2	2.6	2.3	6	5.8	5.9	4.89285714285714	3.55357142857143	4.89285714285714	85.3159922086412	10	car	squid	movie	polish	coriander	supermarket	soccer	wine	queen	bush
R_3ixsb9gQArV5zst	19	Female	240.033	2	2.6	2.3	1.4	0.8	1.1	2.4	2.8	2.6	4.32142857142857	2.89285714285714	4.32142857142857	81.9085104878814	10	hands	earphones	bags	mother	bedroom	pilot	battery	landscape	travelling	building
R_vB3PbvFVrmJuak1	19	Female	240.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.62	4.62	5.62	81.9895155373074	10	bat	cloud	hair	desert	whale	metal	alphabet	library	cheese	coup
R_31Qz1KubGXNUHt0	18	Female	240.034	2.6	2.6	2.6	1.2	1.4	1.3	1.4	1.4	1.4	5.27777777777778	4.11111111111111	5.27777777777778	79.9770271139486	10	Phone 	Book 	Run 	Makeup 	Sleep 	Car	Racism 	Construction 	Cat	Idea
R_1kTQKDpdagTEQSH	18	Female	43.407	0.8	1.2	1	0.6	0.2	0.4	1	0.8	0.9	NA	NA	NA	78.1303964555264	10	Base	Cloud	Chair	Foot	People	Country	Chemist	Syringe 	Beach	Flavour
R_2Vwgh99XgAhCjzS	19	Male	240.184	0.2	0.2	0.2	0	0	0	3.8	3.2	3.5	4.55555555555556	3	4.55555555555556	79.2869501880237	10	apple	candle	house	microphone	aeroplane 	pillow	gas	maths	juice	bark
R_w7xxOe7RBfsbyzn	19	Female	240.21	1.6	1.2	1.4	0.8	0.2	0.5	9.6	8.4	9	5.05769230769231	3.5	5.05769230769231	77.3771610997972	8	house 	calculator 	shoes 	technology 	water 	nails 	Australia 	dog	tennis ball 	tissues 
R_UWKxI1s6VmW1K6t	21	Male	240.111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.8800310527995	10	coat 	bus	apple	pear	table	tree	river	school	country	city
R_1Ea5c06Ec65c2br	18	Male	240.021	0.6	0.4	0.5	0.4	0	0.2	1	0.8	0.9	4.59649122807018	3.7719298245614	4.59649122807018	65.4922849365643	10	dogs	food	drink	furniture	people	plants	clothes	technology	sky	vehicles
R_1jOpq3CC7SpRkSJ	18	Female	240.172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.0433673361937	9	Apple	Chair	Eraser	Macbook	Cup	Tissue	Phone	University	Psychology	Book
R_5vgc2uv8l6ynL7b	19	Male	240.117	0.2	0.4	0.3	0	0	0	1	0.8	0.9	5.07692307692308	3.94871794871795	5.07692307692308	77.7053952926681	10	cat	kiwi	ball	boat	throat	metal	flower	keyboard	hair	shoe
R_3MKdTdvAbEAiST0	19	Male	240.021	0	0.6	0.3	0	0.4	0.2	6.8	5.4	6.1	5.74418604651163	4.69767441860465	5.74418604651163	80.1800011346737	9	egg	Egypt	Computer	Tissue	Mammal	China	Air	Lava	Cello	Card
R_3shR1JcmriJWaPZ	19	Female	240.016	0.4	0.8	0.6	0	0	0	1	1	1	5.31578947368421	4.26315789473684	5.31578947368421	83.109817228147	10	sock	sun	charger	nail	suitcase	singing	fat	pillow	lion	rice
R_3oYNFlDaHzXMgLC	19	Female	240.19	3.4	4	3.7	0.6	0.8	0.7	1	1.6	1.3	6.13636363636364	5.13636363636364	6.13636363636364	88.4839695967024	10	dog	janitor	mermaid	pants	acne	football	anthers	crayons	train	clown
R_3Gp6jmK0EJ08CKW	18	Female	240.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.71428571428571	5.64285714285714	6.71428571428571	80.4794933824312	7	water	suitcase	brain	grape	wifi	hair straightener	Italy	lion	paint	sock
R_31RzX2ez4i1cOwG	23	Female	241.536	0.4	1	0.7	0	0.6	0.3	1.8	1.8	1.8	4.41379310344828	2.98275862068966	4.41379310344828	59.4258524122692	10	food	knife	chef	plate	dinner 	meat	fruit 	cream	lemon	lime
R_ZxSM99JuQosGTJL	21	Female	240.035	7.2	7	7.1	6.8	4.6	5.7	11.2	10.4	10.8	5.38461538461539	4.01923076923077	5.38461538461539	83.4336046218162	10	table	punnet	crab	fist	sandwich	mirror	headphones	sprinkler	harvest	label
R_vc8dxOmYte50b9T	18	Female	241.021	1	1.2	1.1	0.6	0	0.3	4.8	4	4.4	NA	NA	NA	84.4066410724606	10	flower	couch	application	coaster	battery	country	wax	wine	nail	finger
R_2wyMYotQSWRaaXW	19	Male	240.04	0	0.2	0.1	0	0.6	0.3	8	6.4	7.2	4.525	3	4.525	80.615106828156	10	car	death	banana	balloon	politics	axe	water	mars	elite	mitosis
R_3nedSQtJIXg509h	18	Female	240.105	4.2	4.6	4.4	2.4	1.2	1.8	1	2	1.5	4.9811320754717	3.62264150943396	4.9811320754717	82.4123755984363	10	pig	box	chilli	night	fingernail	rose	bike	dollhouse	laptop	umpire
R_3EEAXGCfTtMrjM7	25	Male	241.859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.9470147093137	10	bucket	shelf	pedal	wheel	needle	brush	fence	parakeet	headache	fountain
R_We7kOB8tYcC6GTT	20	Male	240.061	4.8	5.2	5	3.4	3.2	3.3	1.2	2.2	1.7	5.36206896551724	4.24137931034483	5.36206896551724	79.440318296353	10	ball	house	pasta	reading	driving	code	hate	work	sprint	circus
R_1LUNBIuxVQZGk6L	19	Female	240.014	3	3.8	3.4	1.4	1.2	1.3	4.2	4.6	4.4	4.47368421052632	3.57894736842105	4.47368421052632	75.4781362556276	9	chair	book	butterfly 	coffee	computer 	tennis 	chocolate 	husky 	fire extinguisher 	clock
R_2UhFH4Y7qdlhvgC	19	Female	240.009	4	5	4.5	2.2	2	2.1	9.6	10.2	9.9	5.14	3.84	5.14	83.1070785676794	9	Grace	Toilet 	Puppy	Education 	Hatred	Bicycle	Sandals	Rockstar	Junkyard 	Pink
R_1dKOjjgDVogG8JQ	19	Male	240.174	1.4	1.4	1.4	0.8	0	0.4	5.4	4.4	4.9	4.96363636363636	3.72727272727273	4.96363636363636	76.8513535459836	10	food	ball	fence	chair	roads	pencil	mat	grass	chimney	pool
R_CkaDk4JwEJmCr1D	19	Female	240.015	8.4	7.6	8	6.2	3.8	5	11.8	11	11.4	5.15789473684211	3.71929824561404	5.15789473684211	85.7718860242693	10	light	country	bottle	agent	paprika	religion	boron	skunk	blackboard	slime
R_1l4tkrGVcUHgzLc	21	Male	240.008	0.2	0.6	0.4	0	0	0	1	0.8	0.9	5.85294117647059	4.23529411764706	5.85294117647059	69.5191305662904	10	man	animal	institutions	things	places	ideas	president	city	bedroom	shoe
R_2uHDofMoTG1Z2yp	18	Male	240.059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.6976520057235	9	Banana	Bottle	Black	Desk	Christmas 	Subject	Tools	Run	Screen	Violence
